ENG20-00208807-v	wngre:synset-βρέχω-verb-0
ENG20-00996489-v	wngre:synset-βαφτίζω-verb-2
ENG20-00996581-v	wngre:synset-χαρακτηρίζω-verb-3
ENG20-00996769-n	wngre:synset-τάισμα-noun-0
ENG20-00996861-v	wngre:synset-αποκαλώ-verb-1
ENG20-00997880-n	wngre:synset-θηλασμός-noun-1
ENG20-00997956-v	wngre:synset-αποστέλλω-verb-0
ENG20-00998666-v	wngre:synset-γράφω-verb-0
ENG20-00999151-v	wngre:synset-στέλνω_e-mail-verb-0
ENG20-00999244-n	wngre:synset-διάθεση-noun-0
ENG20-00999511-n	wngre:synset-έκδοση_αποθεματικών_μετοχών-noun-0
ENG20-01000250-v	wngre:synset-ασχολούμαι-verb-1
ENG20-01000671-n	wngre:synset-χρηματολογία-noun-0
ENG20-01001511-n	wngre:synset-αδράνεια-noun-0
ENG20-01001709-n	wngre:synset-ανάπαυλα-noun-0
ENG20-01001889-n	wngre:synset-ανάπαυλα-noun-0
ENG20-01002245-v	wngre:synset-συμφωνώ-verb-0
ENG20-01002831-n	wngre:synset-αναμονή-noun-0
ENG20-01003040-n	wngre:synset-ανάπαυλα-noun-0
ENG20-01003342-v	wngre:synset-μιλώ_γρήγορα-verb-0
ENG20-01004036-v	wngre:synset-μιλώ_φλύαρα-verb-0
ENG20-01004116-n	wngre:synset-αδράνεια-noun-0
ENG20-01004188-v	wngre:synset-πολυλογώ-verb-0
ENG20-01004791-n	wngre:synset-αργοπορία-noun-0
ENG20-01005173-n	wngre:synset-επισταλίες-noun-0
ENG20-01005204-v	wngre:synset-κουβεντιάζω-verb-0
ENG20-01005509-n	wngre:synset-αναβολή-noun-0
ENG20-01006219-n	wngre:synset-επιβράδυνση-noun-0
ENG20-01006461-n	wngre:synset-χασομέρι-noun-0
ENG20-01007399-n	wngre:synset-αποχή-noun-1
ENG20-01007887-v	wngre:synset-νεύω-verb-0
ENG20-01008168-n	wngre:synset-αυτοέλεγχος-noun-0
ENG20-01008234-v	wngre:synset-καλώ-verb-0
ENG20-01008552-n	wngre:synset-νηστεία-noun-1
ENG20-01008759-n 	wngre:synset-δίαιτα-noun-1
ENG20-01008830-a	wngre:synset-συγκινησιακός-adjective-1
ENG20-01009626-n	wngre:synset-ανεκτικότητα-noun-0
ENG20-01009749-n	wngre:synset-επιείκεια-noun-0
ENG20-01009911-n	wngre:synset-έλεος-noun-0
ENG20-01010359-v	wngre:synset-σφυρίζω-verb-0
ENG20-01010513-n	wngre:synset-θρήνος-noun-0
ENG20-01010586-v	wngre:synset-μουρμουρίζω-verb-0
ENG20-01010679-n	wngre:synset-γέλιο-noun-0
ENG20-01010969-v	wngre:synset-μουρμουρίζω-verb-0
ENG20-01011837-v	wngre:synset-βρυχιέμαι-verb-1
ENG20-01012069-a	wngre:synset-οσμηρός-adjective-0
ENG20-01012254-n	wngre:synset-εμπόδιο-noun-0
ENG20-01012485-v	wngre:synset-θορυβώ-verb-1
ENG20-01012708-n	wngre:synset-παρακώλυση-noun-0
ENG20-01012891-a	wngre:synset-άοσμος-adjective-0
ENG20-01012904-n	wngre:synset-κλείσιμο-noun-0
ENG20-01013327-n	wngre:synset-πολιορκία-noun-0
ENG20-01013923-n	wngre:synset-χρονοτριβή-noun-0
ENG20-01014007-v	wngre:synset-γαβγίζω-verb-0
ENG20-01014156-v	wngre:synset-γαβγίζω-verb-1
ENG20-01014244-n	wngre:synset-σταμάτημα-noun-0
ENG20-01014362-v	wngre:synset-γαβγίζω-verb-2
ENG20-01014557-n	wngre:synset-επιπλοκή-noun-0
ENG20-01014582-v	wngre:synset-αλυχτώ-verb-1
ENG20-01014686-n	wngre:synset-αναχαίτιση-noun-0
ENG20-01014741-v	wngre:synset-βελάζω-verb-1
ENG20-01015350-v	wngre:synset-κρώζω-verb-0
ENG20-01016390-a	wngre:synset-ελεύθερος-adjective-0
ENG20-01017307-v	wngre:synset-μουρμουρίζω-verb-0
ENG20-01018367-v	wngre:synset-γλωσσοκοπανώ-verb-0
ENG20-01018509-n	wngre:synset-ομάδα_δράσης-noun-1
ENG20-01019170-v	wngre:synset-νιαουρίζω-verb-1
ENG20-01019324-v	wngre:synset-γουργουρίζω-verb-0
ENG20-01019587-a	wngre:synset-ανελεύθερος-adjective-0
ENG20-01019598-n	wngre:synset-συνομοσπονδία-noun-0
ENG20-01020787-v	wngre:synset-γκαρίζω-verb-1
ENG20-01021219-n	wngre:synset-διανομή-noun-1
ENG20-01021774-v	wngre:synset-πολυλογώ-verb-1
ENG20-01021787-n	wngre:synset-κατανομή-noun-1
ENG20-01022045-v	wngre:synset-σιγοτραγουδώ-verb-0
ENG20-01022194-v	wngre:synset-προφέρω-verb-0
ENG20-01022586-v	wngre:synset-κακαρίζω-verb-1
ENG20-01022997-v	wngre:synset-κακαρίζω-verb-2
ENG20-01023234-n	wngre:synset-μοιρασιά-noun-1
ENG20-01023919-n	wngre:synset-μοίρασμα-noun-1
ENG20-01024153-n	wngre:synset-δώρημα-noun-1
ENG20-01024442-v	wngre:synset-τραγανίζω-verb-0
ENG20-01024792-v	wngre:synset-επισημαίνω-verb-0
ENG20-01025782-v	wngre:synset-αγνοώ-verb-0
ENG20-01025961-v	wngre:synset-χλιμιντρίζω-verb-0
ENG20-01026949-v	wngre:synset-αποδίδω-verb-0
ENG20-01027221-v	wngre:synset-εκφράζω-verb-3
ENG20-01027488-v	wngre:synset-μεταφέρω-verb-0
ENG20-01027584-n	wngre:synset-ευσπλαχνία-noun-1
ENG20-01027649-v	wngre:synset-δηλώνω-verb-0
ENG20-01027745-n	wngre:synset-δωρεά-noun-2
ENG20-01027967-n	wngre:synset-συνεισφορά-noun-1
ENG20-01028287-n	wngre:synset-εμπόριο-noun-0
ENG20-01028705-v	wngre:synset-πετάω-verb-0
ENG20-01028889-v	wngre:synset-καλώ-verb-0
ENG20-01029199-v	wngre:synset-εκδίδω-verb-0
ENG20-01029674-n	wngre:synset-αγοραπωλησία-noun-0
ENG20-01029845-v	wngre:synset-προσκαλώ-verb-0
ENG20-01030062-v	wngre:synset-μοιράζομαι-verb-0
ENG20-01030156-n	wngre:synset-ανταλλαγή-noun-0
ENG20-01030735-n	wngre:synset-δανεισμός-noun-0
ENG20-01031034-n	wngre:synset-αρμπιτράζ-noun-0
ENG20-01031794-n	wngre:synset-εμπορική_επιχείρηση-noun-0
ENG20-01032083-a	wngre:synset-κοινωνικός-adjective-2
ENG20-01032803-n	wngre:synset-εμπορική_δραστηριότητα-noun-1
ENG20-01033295-n	wngre:synset-δουλειά-noun-3
ENG20-01033502-n	wngre:synset-πατρονάρισμα-noun-0
ENG20-01033921-n	wngre:synset-πελατεία-noun-0
ENG20-01034126-v	wngre:synset-φωνάζω-verb-0
ENG20-01034340-n	wngre:synset-αγορά-noun-3
ENG20-01035557-a	wngre:synset-καρποφόρος-adjective-2
ENG20-01035703-n	wngre:synset-επιδότηση-noun-0
ENG20-01035749-v	wngre:synset-εκχωρώ-verb-0
ENG20-01036404-n	wngre:synset-επένδυση-noun-0
ENG20-01036844-v	wngre:synset-αρχίζω-verb-0
ENG20-01037983-v	wngre:synset-ανταγωνίζομαι-verb-1
ENG20-01038179-n	wngre:synset-κτηματομεσιτική_επιχείρηση-noun-0
ENG20-01038634-v	wngre:synset-παίζω-verb-3
ENG20-01038910-n	wngre:synset-έκδοση-noun-0
ENG20-01039882-n	wngre:synset-τυπογραφία-noun-0
ENG20-01040264-n	wngre:synset-έκδοση-noun-0
ENG20-01040884-a	wngre:synset-άδειος-adjective-1
ENG20-01040990-n	wngre:synset-προμήθεια-noun-2
ENG20-01041192-n	wngre:synset-καλλιέργεια_κηπευτικών-noun-0
ENG20-01041285-n	wngre:synset-οικοδομική-noun-0
ENG20-01041880-n	wngre:synset-μέσο_μεταφοράς-noun-0
ENG20-01042162-v	wngre:synset-κινούμαι-verb-4
ENG20-01042500-v	wngre:synset-μπλοφάρω-verb-1
ENG20-01043115-v	wngre:synset-κάνω_σερβίς-verb-1
ENG20-01043364-n	wngre:synset-δοσοληψία-noun-0
ENG20-01043597-v	wngre:synset-τραβάω_χαρτί-verb-1
ENG20-01045027-v	wngre:synset-αντιμετωπίζω-verb-0
ENG20-01045305-a	wngre:synset-λειτουργικός-adjective-1
ENG20-01045420-v	wngre:synset-παίζω-verb-0
ENG20-01045611-v	wngre:synset-παίζω-verb-0
ENG20-01045918-a	wngre:synset--adjective-
ENG20-01045967-n	wngre:synset-ανταλλαγή-noun-1
ENG20-01046159-a	wngre:synset-διακοσμητικό_φυτό-adjective-1
ENG20-01046187-n	wngre:synset-αντιπραγματισμός-noun-0
ENG20-01046227-v	wngre:synset-παίζω-verb-0
ENG20-01046373-a	wngre:synset-λειτουργικός-adjective-2
ENG20-01047875-n	wngre:synset-ενοικίαση-noun-0
ENG20-01047972-v	wngre:synset-πιάνω-verb-0
ENG20-01048124-v	wngre:synset-συμμετέχω-verb-0
ENG20-01048249-n	wngre:synset-εισαγωγή-noun-2
ENG20-01048544-v	wngre:synset-αναγνωρίζω_ήττα-verb-1
ENG20-01048631-n	wngre:synset-λαθρεμπόριο-noun-0
ENG20-01048919-n	wngre:synset-μάρκετινγκ-noun-0
ENG20-01049567-n	wngre:synset-εμπορική_συναλλαγή-noun-0
ENG20-01050946-n	wngre:synset-λιανική_πώληση-noun-0
ENG20-01051134-n	wngre:synset-χοντρική_πώληση-noun-0
ENG20-01051312-n	wngre:synset-πώληση-noun-0
ENG20-01051602-v	wngre:synset-τρέχω-verb-0
ENG20-01051650-n	wngre:synset-απάτη-noun-0
ENG20-01052077-n	wngre:synset-ξεφόρτωμα_μετοχών-noun-0
ENG20-01052694-n	wngre:synset-τηλεμετρία-noun-0
ENG20-01052848-n	wngre:synset-θερμομετρία-noun-0
ENG20-01053657-n	wngre:synset-μεταπώληση-noun-0
ENG20-01053744-n	wngre:synset-πώληση-noun-1
ENG20-01053926-n	wngre:synset-εκπτώσεις-noun-0
ENG20-01054384-v	wngre:synset-θέτω-verb-0
ENG20-01054385-n	wngre:synset-εμποροπανήγυρη-noun-0
ENG20-01054802-a	wngre:synset-δοσμένος-adjective-0
ENG20-01054977-n	wngre:synset-εκποίηση-noun-0
ENG20-01055091-n	wngre:synset-ξεπούλημα-noun-0
ENG20-01055213-n	wngre:synset-εκποίηση_μισοκαμμένων_εμπορευμάτων-noun-0
ENG20-01055630-v	wngre:synset-μάχομαι-verb-1
ENG20-01055821-n	wngre:synset-εκποίηση-noun-0
ENG20-01056051-n	wngre:synset-φιλανθρωπικό_παζάρι-noun-0
ENG20-01056112-a	wngre:synset-κάποιος-adjective-0
ENG20-01056377-n	wngre:synset-εκποίηση_λευκών_ειδών-noun-0
ENG20-01056643-v	wngre:synset-αντιμάχομαι-verb-0
ENG20-01056649-n	wngre:synset-καταβολή-noun-0
ENG20-01057056-n	wngre:synset-αποφυγή-noun-0
ENG20-01057271-n	wngre:synset-χρεωλύσιο-noun-0
ENG20-01057546-v	wngre:synset-αγωνίζομαι-verb-0
ENG20-01057630-a	wngre:synset-γενικός-adjective-0
ENG20-01057693-n	wngre:synset-προπληρωμή-noun-0
ENG20-01057786-n	wngre:synset-λύτρα-noun-0
ENG20-01057891-n	wngre:synset-επιστροφή_χρημάτων-noun-0
ENG20-01058124-v	wngre:synset-αγωνίζομαι-verb-0
ENG20-01058238-n	wngre:synset-ανταπόδοση-noun-1
ENG20-01058315-v	wngre:synset-μάχομαι-verb-0
ENG20-01058350-n	wngre:synset-ξόδεμα-noun-0
ENG20-01058588-n	wngre:synset-φόρος_υποτέλειας-noun-0
ENG20-01058608-v	wngre:synset-παίρνω_τα_όπλα-verb-0
ENG20-01058730-v	wngre:synset-συνάπτω_ειρήνη-verb-0
ENG20-01059139-n	wngre:synset-απόσβεση-noun-0
ENG20-01059296-n	wngre:synset-αποδήμηση-noun-0
ENG20-01059781-n	wngre:synset-κοινωνικός_έλεγχος-noun-1
ENG20-01060262-a	wngre:synset-ειδικός-adjective-0
ENG20-01060361-v	wngre:synset-υπηρετώ-verb-0
ENG20-01060683-n	wngre:synset-διακυβέρνηση-noun-0
ENG20-01061464-v	wngre:synset-λειτουργώ-verb-3
ENG20-01061565-n	wngre:synset-θεσμοθεσία-noun-1
ENG20-01062159-v	wngre:synset-στρατεύομαι-verb-2
ENG20-01062349-a	wngre:synset-ειδικός-adjective-0
ENG20-01062467-v	wngre:synset-στρατολογώ-verb-0
ENG20-01062665-n	wngre:synset-θέσπιση-noun-1
ENG20-01062710-v	wngre:synset-απολύω-verb-0
ENG20-01062736-a	wngre:synset-αναίτιος-adjective-0
ENG20-01062956-a	wngre:synset-κρατικός-adjective-1
ENG20-01064559-v	wngre:synset-χάνω-verb-0
ENG20-01064793-n	wngre:synset-κοινωνικοποίηση-noun-0
ENG20-01065094-v	wngre:synset-νικώ-verb-0
ENG20-01065256-n	wngre:synset-ανατροφή-noun-0
ENG20-01065618-n	wngre:synset-καθήκον-noun-0
ENG20-01065621-v	wngre:synset--verb-
ENG20-01066261-n	wngre:synset-ηθική_υποχρέωση-noun-1
ENG20-01066365-v	wngre:synset-κερδίζω-verb-0
ENG20-01066520-v	wngre:synset-υπερψηφίζω-verb-0
ENG20-01068008-n	wngre:synset-Θεία_Πρόνοια-noun-0
ENG20-01068609-a	wngre:synset-γενναιόδωρος-adjective-0
ENG20-01068917-n	wngre:synset-διοίκηση-noun-3
ENG20-01069925-a	wngre:synset-μίζερος-adjective-0
ENG20-01070479-n	wngre:synset-μεταχείριση-noun-0
ENG20-01071008-n	wngre:synset-φέρσιμο-noun-0
ENG20-01071257-n	wngre:synset-επίβλεψη-noun-0
ENG20-01071532-a	wngre:synset-γενναιόδωρος-adjective-0
ENG20-01071680-n	wngre:synset-βαθμίδα_διοίκησης-noun-0
ENG20-01071738-a	wngre:synset-μεγαλόψυχος-adjective-0
ENG20-01071878-n	wngre:synset-διαχείριση-noun-0
ENG20-01072147-n	wngre:synset-απονομή_δικαιοσύνης-noun-0
ENG20-01072383-n	wngre:synset-διεξαγωγή-noun-0
ENG20-01072493-n	wngre:synset-οργάνωση-noun-0
ENG20-01072933-n	wngre:synset-διεύθυνση-noun-0
ENG20-01073403-n	wngre:synset-πολιτική_διοίκηση-noun-0
ENG20-01073545-n	wngre:synset-εξυγίανση-noun-0
ENG20-01073772-n	wngre:synset-αναδιοργάνωση-noun-0
ENG20-01074457-n	wngre:synset-εξουσιοδότηση-noun-1
ENG20-01074775-v	wngre:synset-διαχειρίζομαι-verb-1
ENG20-01074981-n	wngre:synset-άδεια-noun-0
ENG20-01075940-v	wngre:synset-εξελίσσομαι-verb-0
ENG20-01076258-n	wngre:synset-διάπραξη-noun-1
ENG20-01076482-v	wngre:synset-ξαναπαίρνω-verb-0
ENG20-01076608-n	wngre:synset-ανάθεση-noun-0
ENG20-01076728-v	wngre:synset-σκοράρω-verb-0
ENG20-01077601-n	wngre:synset-συγκατάθεση-noun-0
ENG20-01078012-v	wngre:synset-βάζω-verb-0
ENG20-01078607-n	wngre:synset-ετοιμασία-noun-0
ENG20-01078857-v	wngre:synset-βραδυπορώ-verb-0
ENG20-01079700-n	wngre:synset-σχεδιασμός-noun-0
ENG20-01080152-v	wngre:synset-ισοφαρίζω-verb-1
ENG20-01080283-n	wngre:synset-προθέρμανση-noun-0
ENG20-01080547-v	wngre:synset-παραδίδομαι-verb-0
ENG20-01080582-n	wngre:synset-πραξικόπημα-noun-0
ENG20-01081553-v	wngre:synset-υποκύπτω-verb-0
ENG20-01081709-v	wngre:synset-αμύνομαι-verb-1
ENG20-01082142-n	wngre:synset-εγκλεισμός-noun-0
ENG20-01082189-a	wngre:synset-καλός-adjective-0
ENG20-01083492-v	wngre:synset-επιτίθεμαι-verb-0
ENG20-01084194-v	wngre:synset-επιτίθεμαι-verb-1
ENG20-01084461-a	wngre:synset-κακός-adjective-0
ENG20-01087117-n	wngre:synset-διεθνοποίηση-noun-0
ENG20-01088613-a	wngre:synset-καλός-adjective-0
ENG20-01088878-v	wngre:synset-κτυπώ-verb-0
ENG20-01088992-n	wngre:synset-διάκριση-noun-0
ENG20-01089527-n	wngre:synset-νομενκλατούρα-noun-0
ENG20-01089813-a	wngre:synset-διαβολικός-adjective-0
ENG20-01091042-v	wngre:synset-επιτίθεμαι-verb-0
ENG20-01091351-v	wngre:synset-εισβάλλω-verb-0
ENG20-01091792-n	wngre:synset-κινητοποίηση-noun-1
ENG20-01091819-v	wngre:synset-αποκλείω-verb-0
ENG20-01092207-a	wngre:synset-καλοσυνάτος-adjective-0
ENG20-01092348-v	wngre:synset-πολιορκώ-verb-0
ENG20-01092732-v	wngre:synset-αμύνομαι-verb-2
ENG20-01092938-a	wngre:synset-δύστροπος-adjective-0
ENG20-01093094-v	wngre:synset-προστατεύω-verb-1
ENG20-01093186-n	wngre:synset-στράτευση-noun-1
ENG20-01093400-n	wngre:synset-επιστράτευση-noun-1
ENG20-01094084-v	wngre:synset-καλύπτω-verb-0
ENG20-01094220-v	wngre:synset-προστατεύω-verb-2
ENG20-01094593-v	wngre:synset-δασμολογώ-verb-0
ENG20-01095678-n	wngre:synset-ποινή-noun-1
ENG20-01096065-n	wngre:synset-ξυλοδαρμός-noun-0
ENG20-01096479-n	wngre:synset-σωματική_τιμωρία-noun-1
ENG20-01098634-v	wngre:synset-πυροδοτώ-verb-0
ENG20-01098922-n	wngre:synset-εκτέλεση-noun-2
ENG20-01099047-v	wngre:synset-εκπυρσοκροτώ-verb-0
ENG20-01099590-v	wngre:synset-βάλλω-verb-0
ENG20-01099732-n	wngre:synset-πυρά-noun-1
ENG20-01099954-a	wngre:synset-βαθμιαίος-adjective-1
ENG20-01099988-n	wngre:synset-απαγχονισμός-noun-1
ENG20-01100226-n	wngre:synset-ηλεκτροπληξία-noun-1
ENG20-01100338-n	wngre:synset-αποκεφαλισμός-noun-0
ENG20-01100451-n	wngre:synset-σταύρωση-noun-1
ENG20-01101033-n	wngre:synset-μείωση_ποινής-noun-0
ENG20-01101372-n	wngre:synset-ανταλλαγή-noun-0
ENG20-01101857-n	wngre:synset-ανταλλαγή-noun-0
ENG20-01101911-v	wngre:synset-πυροβολώ-verb-0
ENG20-01102023-n	wngre:synset-υποταγή-noun-0
ENG20-01102243-n	wngre:synset-υπακοή-noun-0
ENG20-01102432-v	wngre:synset-αφαιρώ_μηχανισμό-verb-0
ENG20-01102565-v	wngre:synset-εξοπλίζω_με_τηκτασφάλεια-verb-0
ENG20-01103259-v	wngre:synset-ρισκάρω-verb-0
ENG20-01103448-n	wngre:synset-απεργία-noun-0
ENG20-01103647-v	wngre:synset-βάζω_στοίχημα-verb-0
ENG20-01103648-n	wngre:synset-ανταγωνισμός-noun-0
ENG20-01104279-n	wngre:synset-διαγωνισμός_δημοσιότητας-noun-0
ENG20-01104396-n	wngre:synset-αντίσταση-noun-0
ENG20-01104492-v	wngre:synset-πάω_πάσο-verb-1
ENG20-01104787-n	wngre:synset-αντιπαράθεση-noun-0
ENG20-01105094-n	wngre:synset-αγοραστική_απροθυμία-noun-0
ENG20-01105513-n	wngre:synset-βία-noun-2
ENG20-01105659-n	wngre:synset-φυλετική_εξέγερση-noun-1
ENG20-01105937-n	wngre:synset-αγώνας-noun-3
ENG20-01105974-a	wngre:synset-ευτυχισμένος-adjective-0
ENG20-01106565-n	wngre:synset-ξιφομαχία-noun-0
ENG20-01107498-v	wngre:synset-κυνηγώ_κουνέλια-verb-1
ENG20-01107534-n	wngre:synset-μονομαχία-noun-1
ENG20-01107636-a	wngre:synset-δυστυχισμένος-adjective-0
ENG20-01107752-n	wngre:synset-χτύπημα-noun-2
ENG20-01108575-v	wngre:synset-κυνηγάω-verb-1
ENG20-01109412-v	wngre:synset-κυνηγώ-verb-0
ENG20-01109904-a	wngre:synset-κεράτινος-adjective-1
ENG20-01110357-n	wngre:synset-καυγάς-noun-0
ENG20-01110683-n	wngre:synset-κωλυσιεργία-noun-0
ENG20-01110767-n	wngre:synset-διαμαρτυρία-noun-0
ENG20-01111061-n	wngre:synset-επανάσταση-noun-0
ENG20-01111401-n	wngre:synset-διαδήλωση-noun-0
ENG20-01112546-n	wngre:synset-κατάληψη-noun-0
ENG20-01112863-n	wngre:synset-πορεία_διαμαρτυρίας-noun-0
ENG20-01113089-n	wngre:synset-απειθαρχία-noun-0
ENG20-01113224-n	wngre:synset-φυγοδικία-noun-0
ENG20-01113349-n	wngre:synset-ανυπακοή-noun-0
ENG20-01113533-n	wngre:synset-απείθεια_κατά_της_αρχής-noun-0
ENG20-01113828-v	wngre:synset-παρατάσσω-verb-1
ENG20-01113971-v	wngre:synset-παίζω-verb-4
ENG20-01115060-v	wngre:synset-στοχεύω-verb-1
ENG20-01115063-n	wngre:synset-διεξαγωγή_δίκης-noun-1
ENG20-01115482-v	wngre:synset-απευθύνω-verb-1
ENG20-01115490-n	wngre:synset-δικαστική_αγωγή-noun-0
ENG20-01115611-v	wngre:synset-σημαδεύω-verb-0
ENG20-01115900-n	wngre:synset-δράση-noun-0
ENG20-01118402-n	wngre:synset-διαδικασία-noun-4
ENG20-01119527-v	wngre:synset-προφταίνω-verb-0
ENG20-01119587-n	wngre:synset-ανατροπή-noun-0
ENG20-01119798-n	wngre:synset-επικύρωση-noun-0
ENG20-01120124-v	wngre:synset-στοιχηματίζω-verb-0
ENG20-01120182-n	wngre:synset-συνδικία-noun-0
ENG20-01120552-v	wngre:synset-παίζω-verb-0
ENG20-01120844-v	wngre:synset-αυξάνω-verb-0
ENG20-01121136-v	wngre:synset-καταναλώνω-verb-1
ENG20-01121188-n	wngre:synset-πολιτογράφηση-noun-0
ENG20-01121378-n	wngre:synset-απόφαση-noun-3
ENG20-01121801-v	wngre:synset-εξαντλώ-verb-3
ENG20-01122105-n	wngre:synset-ερημοδικία-noun-0
ENG20-01122270-v	wngre:synset-εξαντλώ-verb-2
ENG20-01122429-v	wngre:synset-καταξοδεύω-verb-0
ENG20-01122569-n	wngre:synset-τελεσίδικη_απόφαση-noun-0
ENG20-01122820-v	wngre:synset-αναλώνω-verb-0
